system:index,Built,DEM,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,Landsat_B1,Landsat_B10,Landsat_B11,Landsat_B2,Landsat_B3,Landsat_B4,Landsat_B5,Landsat_B6,Landsat_B7,Landsat_B8,Landsat_B9,Mean_EVI,Mean_NDBI,Mean_NDVI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,Sentinel_B1,Sentinel_B10,Sentinel_B11,Sentinel_B12,Sentinel_B2,Sentinel_B3,Sentinel_B4,Sentinel_B5,Sentinel_B6,Sentinel_B7,Sentinel_B8,Sentinel_B8A,Sentinel_B9,lrad,prec,pres,shum,split,srad,temp,wind,.geo
00000000000000001696,0,6,2415,-104,-82,25,-78,33,-11,-7,42,187,185,36,30,25,38,23,15,28,0,24,-14,8,-718,24,44,-6,22,-57,31,1,1120,-61,-71,27,-69,20,-1,-3,3.7504914,1575.0,13.0,1099.5,639.5,1329.0,1175.0,977.0,1138.5,1447.0,1673.5,1717.0,1709.5,554.5,357.66666,0.20000112,101405.336,0.010053334,0.8519416380790739,148.33333,290.08,2.0213306,"{""type"":""Point"",""coordinates"":[119.44821851929306,31.5699003662704]}"
00000000000000000ee5,0,13,-68,-193,20,13,-129,68,-29,1,38,202,199,35,33,35,73,60,40,25,0,31,-9,14,-2321,74,-19,7,98,-19,38,7,-741,-118,-44,57,-89,29,13,3,1.1976643,1645.6666666666667,18.0,2428.5,1849.0,1394.6666666666667,1303.0,1359.0,1560.6,2299.0,2545.0,2447.0,2679.0,959.0,326.0,0.058334447,101252.664,0.006711334,0.9981493009026258,155.41667,287.37332,2.5066638,"{""type"":""Point"",""coordinates"":[116.60038241780245,39.25813079318598]}"
000000000000000014d1,0,80,1109,-134,-20,31,-92,16,14,-2,39,201,198,34,32,31,59,50,37,31,0,24,-8,11,-518,76,-9,-25,62,-42,27,1,543,-104,-17,32,-49,14,17,-1,3.0087075,1650.5,16.5,1881.5,1320.5,1404.5,1269.5,1320.5,1484.0,1807.5,2006.0,2257.0,2184.0,777.0,328.0,0.058334447,100360.664,0.007513667,0.488328787435527,168.0,287.35,2.050664,"{""type"":""Point"",""coordinates"":[119.03346861210996,36.37076476085659]}"
00000000000000000ad7,0,1219,-553,-166,83,-28,-59,78,-15,2,32,194,193,27,24,26,48,62,54,25,1,26,-8,12,2137,-12,-175,16,67,-74,0,-7,-817,-149,27,-11,-48,50,-18,3,8.3067665,1286.0,21.0,2599.0,2162.0,1082.0,959.0,1021.0,1279.0,1672.0,1834.0,1809.0,2040.0,1067.0,258.25,0.058334447,86522.664,0.0041473336,0.4120622405023775,171.83333,275.49667,2.3873305,"{""type"":""Point"",""coordinates"":[117.79307601297185,42.080006008343396]}"
00000000000000001003,0,1222,-795,-117,62,-4,-46,38,7,3,33,203,201,30,30,29,76,69,46,28,0,27,-6,12,-84,79,-80,26,64,-17,-17,0,-1217,-85,16,21,-17,18,5,5,14.6655445,1318.0,22.0,2962.0,2059.0,1242.0,1358.0,1384.0,1835.0,2497.0,2757.0,2892.0,3108.0,1287.0,258.25,0.058334447,86522.664,0.0041473336,0.8229919233615597,171.83333,275.49667,2.3873305,"{""type"":""Point"",""coordinates"":[117.70593626018542,42.08530787949594]}"
0000000000000000119a,0,891,850,-170,24,40,-168,135,-18,-1,35,200,198,31,27,26,74,48,35,28,1,22,-8,12,-462,106,-74,-61,106,-139,26,1,982,-126,-21,45,-170,110,-3,-2,3.695364,1471.5,20.0,2332.0,1635.5,1319.5,1250.5,1397.5,1468.0,2275.5,2570.5,2641.5,2847.5,1043.0,274.25,0.058334447,87267.336,0.004521667,0.9082609426067587,166.75,278.83,2.8193305,"{""type"":""Point"",""coordinates"":[115.60441990201006,40.50301370708488]}"
00000000000000001c04,1,35,118,-161,12,28,-56,37,-35,0,42,204,200,40,38,40,67,61,53,38,0,23,-8,10,-792,26,-15,7,18,9,-7,2,352,-95,-24,40,-38,6,-11,0,0.92740995,1774.0,16.0,2294.5,1927.0,1493.5,1401.0,1429.0,1654.0,1942.0,2259.5,2019.5,2404.5,682.0,324.75,0.058334447,101104.664,0.007183334,0.6108868760773014,152.0,286.62,1.908664,"{""type"":""Point"",""coordinates"":[115.57773664130625,39.175396632240336]}"
00000000000000001c9a,1,34,246,-141,6,29,-35,21,-34,0,49,204,201,47,43,45,69,69,63,44,0,22,-6,9,-1195,8,-8,4,19,5,3,3,279,-82,-15,35,-19,-2,-15,0,2.7802885,1869.0,15.5,2610.0,2383.0,1707.0,1520.0,1595.5,1741.0,1963.5,2213.0,2044.0,2331.0,670.0,324.75,0.058334447,101104.664,0.007183334,0.8549693433487229,152.0,286.62,1.908664,"{""type"":""Point"",""coordinates"":[115.56210749211391,39.11700470394546]}"
000000000000000001ff,1,15,744,-104,-16,37,-52,10,-18,-1,44,204,200,40,37,41,67,70,61,40,0,20,-6,8,-1299,63,-63,33,47,0,10,4,96,-54,-33,31,-14,-5,0,0,1.1578951,1854.5,20.5,2584.0,2243.5,1535.0,1380.0,1465.5,1662.0,1944.5,2153.0,1895.0,2318.0,908.5,329.0,0.058334447,101248.0,0.0074600005,0.9441912306212364,168.0,287.6733,2.0286639,"{""type"":""Point"",""coordinates"":[119.07371199911731,36.783450104251955]}"
000000000000000002d4,1,19,912,-106,-17,20,-61,19,-9,-2,43,204,200,39,36,41,64,69,61,38,0,20,-6,8,-1343,42,-66,27,65,-10,28,4,239,-66,-27,15,-25,3,4,0,1.1578364,1798.0,19.0,2453.5,2138.0,1713.0,1487.0,1508.0,1603.0,1863.5,2078.0,2133.5,2241.0,828.0,329.0,0.058334447,101248.0,0.0074600005,0.710061014806555,168.0,287.6733,2.0286639,"{""type"":""Point"",""coordinates"":[119.02888465622705,36.77941015869753]}"
000000000000000013dd,0,42,1005,-189,-17,46,-113,5,-6,-2,34,202,200,29,25,23,74,50,32,28,0,39,-13,17,220,116,-15,-21,94,-13,4,-1,441,-111,-28,29,-48,-33,36,0,0.0,1655.0,20.5,1964.0,1245.5,1296.0,1191.0,1127.0,1321.5,2081.0,2466.0,2338.5,2654.0,977.0,329.5,0.058334447,101318.0,0.007694667,0.8395072052535811,168.58333,287.58667,2.4493306,"{""type"":""Point"",""coordinates"":[119.51846719728903,36.561837240996745]}"
00000000000000000ad9,0,88,-66,-144,-25,108,-24,81,-87,1,36,201,199,30,25,25,70,44,32,26,0,41,-14,18,906,38,22,-80,-13,-38,73,-3,-215,-69,-27,71,30,20,-29,1,2.1804714,1620.0,18.0,1987.0,1574.0,1386.0,1209.0,1323.0,1477.0,2059.5,2277.0,2262.5,2452.0,883.5,328.41666,0.058334447,100368.0,0.007704334,0.955433110929294,168.0,287.32333,2.202664,"{""type"":""Point"",""coordinates"":[119.10614304107901,36.112408904921]}"
000000000000000013f7,0,118,517,-117,-3,40,-74,44,-6,0,48,203,200,45,42,44,81,70,54,42,0,29,-9,13,-114,60,-47,1,48,-2,38,0,101,-74,-6,21,-31,26,11,0,0.0,1756.5,20.0,2522.5,1929.5,1512.5,1436.5,1587.5,1721.0,2169.0,2500.0,2439.5,2699.0,975.0,326.66666,0.058334447,100082.664,0.0073870006,0.7711502011633529,167.91667,287.16666,2.0326638,"{""type"":""Point"",""coordinates"":[119.07451909640795,36.49374230880958]}"
00000000000000000d72,0,35,-314,-94,20,-6,-35,27,4,1,45,204,201,43,42,46,66,69,61,39,0,19,-5,8,-769,9,-22,25,31,33,-23,2,-244,-66,8,4,-18,13,-11,1,3.0122201,1710.0,16.0,1937.0,1590.5,1333.5,1174.0,1185.0,1393.0,1740.5,1973.5,2003.0,2081.75,646.0,336.66666,0.058334447,100820.0,0.007860667,0.6564668521587838,147.58333,287.84,2.6313305,"{""type"":""Point"",""coordinates"":[115.2482358280629,36.981438650125995]}"
00000000000000000f56,0,37,468,-280,41,27,-222,173,-72,0,36,202,200,30,24,22,88,53,35,23,0,34,-12,14,-1679,125,-38,31,158,-15,16,5,816,-151,-5,30,-150,87,-31,-2,1.4847476,1591.0,16.0,2332.0,1635.0,1433.0,1362.0,1228.0,1524.0,2692.0,3061.0,2979.0,3227.0,849.0,336.66666,0.058334447,100820.0,0.007860667,0.25399158899122887,147.58333,287.84,2.6313305,"{""type"":""Point"",""coordinates"":[115.28551837197077,36.90113024015344]}"
00000000000000000560,1,17,29,-123,-12,47,-25,31,-25,0,42,203,200,38,35,40,70,74,64,37,0,23,-6,10,-277,49,-32,15,8,16,8,0,663,-66,-25,37,-18,5,-10,-1,1.4926208,1834.0,16.0,2839.0,2448.0,1579.0,1424.0,1620.0,1777.0,2185.0,2473.0,2273.0,2673.0,786.0,330.91666,0.058334447,101322.664,0.0077450005,0.34932182884980634,153.58333,287.22333,2.2773306,"{""type"":""Point"",""coordinates"":[116.74455853216357,37.55303743686407]}"
00000000000000000bb2,0,19,834,-189,-36,157,-57,0,-92,-1,35,197,196,29,23,19,83,38,19,21,0,45,-16,17,-424,107,5,-89,-7,26,37,0,857,-102,-62,136,-33,-17,-39,-1,6.868469,1649.0,16.0,1825.0,1093.0,1392.0,1232.0,1156.0,1308.0,2437.0,3021.0,2917.0,3253.0,967.0,330.91666,0.058334447,101322.664,0.0077450005,0.4516304585524604,153.58333,287.22333,2.2773306,"{""type"":""Point"",""coordinates"":[116.75039995454355,37.58744386059246]}"
00000000000000000e92,0,121,52,-147,2,24,-107,37,32,1,36,203,200,31,29,30,71,63,42,29,0,32,-6,15,831,21,-32,-28,101,-9,-40,-3,78,-137,-23,23,-28,15,44,0,12.861921,1536.0,19.0,2517.0,1734.0,1298.0,1197.0,1239.0,1495.0,2095.0,2307.0,2397.0,2626.0,1052.0,325.16666,0.058334447,100744.664,0.007584334,0.5404923378111719,165.33333,286.6433,3.442664,"{""type"":""Point"",""coordinates"":[120.63336731547999,37.550344139827786]}"
0000000000000000085c,1,11,619,-94,15,-7,-43,19,-18,-1,42,204,201,38,34,43,58,70,62,38,0,14,-6,6,-3348,-18,-55,80,66,20,60,11,91,-61,-18,20,-29,6,9,0,1.1913612,1746.0,17.0,2449.0,2279.0,1473.0,1380.25,1703.0,1704.5,1990.0,2134.5,2025.5,2185.0,733.6666666666666,329.16666,0.058334447,101422.0,0.0070643337,0.3027080019982792,153.41667,287.58334,2.4393306,"{""type"":""Point"",""coordinates"":[116.46563284306842,38.8855996547769]}"
00000000000000000121,1,26,361,-151,-24,74,-46,30,-37,0,39,202,200,34,31,34,69,62,50,35,0,29,-8,13,199,57,-9,-31,22,7,7,-1,752,-84,-50,52,-37,-1,-3,-1,1.4868536,1714.0,19.0,2398.0,2008.0,1491.0,1322.0,1509.0,1644.0,2067.0,2478.0,2222.0,2543.0,769.0,333.16666,0.058334447,101279.336,0.007876667,0.8077041787156548,155.41667,287.65332,2.3579972,"{""type"":""Point"",""coordinates"":[116.48764296586819,37.07782657849729]}"
0000000000000000112f,0,1336,-496,-245,61,20,-77,39,23,2,28,187,186,23,19,17,46,30,18,19,1,30,-14,17,1835,98,-95,-7,43,-72,-47,-7,-856,-287,13,71,-94,47,26,4,19.470503,1099.0,16.0,1212.0,650.0,871.0,765.0,508.0,832.0,1499.0,1696.0,1858.0,1797.0,866.0,257.41666,0.058334447,86276.0,0.0042100004,0.8518355720856846,171.75,275.24332,2.3073306,"{""type"":""Point"",""coordinates"":[117.40967358619447,42.096268349885314]}"
00000000000000001c55,1,70,-197,-100,-16,22,-47,25,-27,1,45,205,203,42,39,42,59,52,44,40,0,16,-9,7,321,2,10,-2,-4,-4,1,-1,429,-73,-23,31,-29,4,-6,-1,2.1973946,1873.0,15.0,2052.0,1699.0,1661.0,1593.0,1696.0,1721.0,2098.0,2324.0,2120.0,2325.0,585.0,333.66666,0.058334447,100582.0,0.0071740006,0.6600054640979693,143.33333,287.68332,1.8826638,"{""type"":""Point"",""coordinates"":[114.63612610825432,38.18401361322982]}"
00000000000000001bde,1,12,364,-109,2,0,-43,6,-2,0,42,205,203,38,35,40,61,59,50,35,0,19,-7,8,-1829,-5,-36,13,36,12,12,6,-297,-71,-22,24,-41,-2,18,1,2.5360675,1724.0,17.0,2171.5,1795.3333333333333,1488.3333333333335,1310.5,1396.5,1604.0,1952.0,2130.0,1974.0,2225.5,690.5,331.91666,0.058334447,101344.0,0.0073313336,0.534757057296579,150.41667,287.74,2.2726638,"{""type"":""Point"",""coordinates"":[116.45934551058306,38.25255445552234]}"
00000000000000000cc6,0,935,-537,-200,69,3,-77,64,12,3,31,193,191,26,22,20,48,46,30,21,1,33,-14,15,3776,28,-172,-42,70,-48,-26,-13,-720,-182,-11,31,-58,35,27,3,1.2458931,1394.0,21.0,1476.0,953.0,1091.0,871.0,903.0,1101.0,1802.0,2357.0,2063.0,2542.0,1177.0,264.08334,0.058334447,87708.664,0.0042523337,0.477811048231621,170.16667,276.69666,2.4139972,"{""type"":""Point"",""coordinates"":[118.05107068172212,41.89908690130193]}"
000000000000000001eb,1,24,704,-146,-18,71,-59,66,-60,-1,46,203,200,41,38,41,73,70,56,40,0,27,-8,12,128,63,-15,-33,31,-3,11,0,758,-78,-35,37,-35,12,-14,-1,1.8543341,1790.0,17.0,2451.0,2090.0,1525.0,1379.0,1577.0,1671.0,2094.0,2295.0,2135.0,2385.0,744.0,333.08334,0.058334447,101311.336,0.0077606672,0.9514755805324354,156.08333,287.74,2.2573307,"{""type"":""Point"",""coordinates"":[116.53318822402811,37.027162272328034]}"
000000000000000002c9,1,23,515,-175,-36,81,-60,30,-49,0,38,201,199,33,29,32,72,55,43,32,0,32,-11,14,-261,72,-10,-29,39,27,-3,0,729,-92,-57,53,-46,-2,-8,-1,1.1621667,1773.0,17.0,2125.0,1683.0,1517.0,1363.0,1459.0,1563.0,2163.0,2610.0,2407.0,2788.0,774.0,333.08334,0.058334447,101311.336,0.0077606672,0.8525470457238128,156.08333,287.74,2.2573307,"{""type"":""Point"",""coordinates"":[116.58115477406002,37.06426199309271]}"
0000000000000000050b,1,23,237,-149,-8,70,-12,27,-42,0,50,203,200,45,39,40,71,70,60,40,0,27,-7,11,130,34,-18,-25,14,24,1,0,704,-71,-37,44,-18,6,-16,-1,0.0,1785.0,18.0,2500.0,2122.0,1510.0,1365.0,1551.0,1693.0,2142.0,2489.0,2279.0,2597.0,761.0,333.08334,0.058334447,101311.336,0.0077606672,0.6071422388750254,156.08333,287.74,2.2573307,"{""type"":""Point"",""coordinates"":[116.57091667804129,37.0205182117584]}"
00000000000000000e34,0,22,621,-245,-58,141,-97,-13,-19,0,34,197,195,29,26,23,91,44,25,23,0,43,-15,18,-2076,100,20,-75,91,71,50,6,-653,-159,-96,153,-51,-28,13,3,2.2079933,1609.3333333333333,15.0,2076.5,1522.0,1398.0,1273.0,1203.3333333333333,1503.0,2340.4,2826.25,2739.0,2957.25,1005.0,325.33334,0.058334447,101215.336,0.0067946673,0.6617387207050344,154.58333,287.22998,2.1633306,"{""type"":""Point"",""coordinates"":[116.17116718680198,39.362603071767154]}"
00000000000000000f49,0,24,38,-206,-7,182,-72,-38,-112,1,32,196,195,26,21,16,88,36,16,18,1,47,-16,20,-1240,92,0,-113,37,60,74,3,-1344,-155,-83,192,-26,-28,-25,5,3.5917127,1608.5,16.0,2087.4,1447.0,1344.0,1227.0,1218.0,1492.4,2121.0,2611.0,2411.0,2685.0,933.0,325.33334,0.058334447,101215.336,0.0067946673,0.36897747170971873,154.58333,287.22998,2.1633306,"{""type"":""Point"",""coordinates"":[116.16397911590383,39.314814885777366]}"
00000000000000001c1b,1,25,1514,-145,24,-9,-59,7,-20,-4,41,202,200,40,40,43,70,66,53,44,0,23,-7,10,-2272,9,-41,34,55,10,24,7,194,-92,-24,36,-32,-11,15,0,2.569666,1831.5,17.0,2695.0,2326.3333333333335,1658.0,1566.0,1738.0,1865.2222222222222,2186.5,2457.0,2357.0,2599.0,861.0,325.33334,0.058334447,101215.336,0.0067946673,0.8967996683393763,154.58333,287.22998,2.1633306,"{""type"":""Point"",""coordinates"":[116.18715752317965,39.334488439625176]}"
00000000000000000e55,0,95,169,-169,0,34,-98,80,-29,0,41,203,201,37,37,39,74,65,50,40,0,31,-8,15,1351,53,-55,-43,71,-56,21,-5,712,-121,-17,4,-37,24,-19,-1,3.9573433,1522.0,21.0,2655.0,2091.0,1348.0,1278.0,1551.0,1702.0,2035.0,2186.0,2120.0,2332.0,1110.0,325.33334,0.058334447,100675.336,0.007286667,0.6087230107625848,166.75,286.94,2.4726639,"{""type"":""Point"",""coordinates"":[120.2249939228033,37.405356469074995]}"
000000000000000010cf,0,1115,-356,-231,42,9,-49,27,43,2,32,186,186,26,20,18,32,28,18,20,1,26,-13,12,407,101,-93,-2,73,-19,-63,-2,-738,-207,-14,44,-30,2,45,3,6.5818324,1152.0,19.0,1545.0,905.0,860.0,767.0,569.0,904.0,1657.0,1901.0,1780.0,2044.0,925.0,273.58334,0.058334447,91186.0,0.004687334,0.9762743319571062,169.5,278.58667,2.4099972,"{""type"":""Point"",""coordinates"":[117.83394813322775,41.89971563455047]}"
0000000000000000010b,1,17,-68,-147,-18,62,-48,43,-61,1,48,203,200,44,40,41,72,66,55,43,0,26,-9,10,-193,102,-42,-40,8,17,6,0,372,-65,-26,22,-25,18,-20,0,1.4883894,1759.0,17.0,2456.0,1958.0,1733.0,1697.0,1765.0,1772.0,2327.0,2770.0,2624.0,2923.0,842.0,331.58334,0.058334447,101403.336,0.007508667,0.27175819922317346,156.16667,287.58,2.0006638,"{""type"":""Point"",""coordinates"":[116.89538762529635,37.205477264354286]}"
000000000000000004a3,1,21,-357,-126,-19,53,-21,31,-44,2,40,202,200,36,34,39,68,71,61,36,0,24,-6,11,324,42,-27,-15,3,22,6,-1,795,-69,-32,36,-22,4,-13,-2,0.0,1804.0,18.0,2649.0,2221.0,1464.0,1301.0,1486.0,1711.0,2227.0,2545.0,2346.0,2693.0,794.0,331.58334,0.058334447,101403.336,0.007508667,0.5115932288115436,156.16667,287.58,2.0006638,"{""type"":""Point"",""coordinates"":[116.80627249074323,37.29647859865301]}"
00000000000000001478,0,41,-443,-171,-38,80,-103,69,-60,2,41,204,202,38,39,41,71,69,56,40,0,28,-8,12,722,51,22,-35,28,-53,12,-2,729,-104,-42,79,-77,21,-34,-1,3.8850305,1631.5,15.5,1758.5,1194.0,1386.0,1239.0,1172.5,1220.5,1889.5,2183.0,2335.5,2290.0,609.0,335.83334,0.058334447,100862.0,0.007305334,0.8774656843599506,143.58333,288.0,2.0953305,"{""type"":""Point"",""coordinates"":[114.71463750050232,37.75129352880133]}"
000000000000000018cf,0,28,1546,-90,-93,127,38,120,-162,-3,35,197,195,30,26,22,91,51,26,22,0,48,-17,19,1187,61,21,-76,-103,-46,59,-4,1690,-23,-74,42,33,85,-118,-4,2.1606402,1647.5,18.5,2214.0,1495.0,1335.0,1213.0,1194.0,1455.5,2006.5,2395.0,2349.5,2613.0,972.5,344.0,0.12833445,100875.336,0.009521001,0.6526200378384072,158.83333,288.5,2.6346638,"{""type"":""Point"",""coordinates"":[118.03166467393753,33.31478674039325]}"
00000000000000001904,0,0,830,-159,-118,101,-36,-8,-13,-1,34,196,194,28,23,18,65,32,17,20,0,39,-18,16,-815,141,76,-59,4,-7,7,1,1246,-93,-118,97,14,-74,38,-3,2.409169,1587.0,20.0,1935.0,1321.0,1390.0,1221.0,1292.0,1510.0,2100.0,2330.0,2288.0,2578.0,1004.0,343.5,0.12833445,101472.664,0.009614001,0.3752627208504571,157.58333,288.24,2.1766639,"{""type"":""Point"",""coordinates"":[119.56401245544895,33.52005253918652]}"
00000000000000001914,0,0,638,-99,-214,137,50,-9,-70,0,33,195,193,27,21,14,77,27,12,18,0,50,-20,21,-1061,123,172,-79,16,-8,40,2,1464,-40,-167,99,63,-71,-4,-3,2.4097881,1708.0,24.0,1988.0,1222.0,1441.0,1308.0,1256.0,1563.0,2111.0,2371.0,2376.0,2603.0,1343.0,343.5,0.12833445,101472.664,0.009614001,0.3282429606990256,157.58333,288.24,2.1766639,"{""type"":""Point"",""coordinates"":[119.57272553890736,33.54610260754076]}"
000000000000000018fe,0,4,2430,-197,-254,177,-16,-40,23,-6,34,195,193,27,23,16,96,30,14,20,0,47,-21,19,-947,168,157,-101,28,0,-9,2,2778,-126,-201,152,21,-67,60,-8,1.8543341,1601.0,19.0,1780.0,1141.0,1304.0,1164.0,988.0,1425.0,2244.0,2445.0,2332.0,2702.0,1159.0,343.5,0.12833445,101434.0,0.009601001,0.36862949011454826,157.41667,288.24332,2.138664,"{""type"":""Point"",""coordinates"":[119.40932178080385,33.54996418905305]}"
0000000000000000063e,1,49,584,-141,-20,27,-34,49,-55,-1,37,200,198,32,30,28,63,53,37,34,0,30,-11,11,480,88,-37,-44,-3,-49,-13,-2,1615,-78,-2,-10,-33,16,-50,-4,1.4359629,1610.0,13.0,2072.0,1547.0,1351.0,1235.0,1255.0,1434.0,1774.0,1955.0,1888.0,2200.0,721.0,353.5,0.12833445,100902.0,0.010004334,0.946752763668075,150.66667,289.50665,2.2366638,"{""type"":""Point"",""coordinates"":[117.22093767500633,32.2466001648382]}"
00000000000000001a93,1,26,2685,-156,-65,65,-30,52,-21,-8,42,202,200,38,36,39,69,60,47,39,0,31,-12,13,-917,62,55,-43,-63,-20,44,2,1132,-70,-51,25,-32,-1,21,-3,2.8757963,1544.0,18.0,2358.0,1854.0,1494.0,1355.0,1330.0,1718.0,2233.0,2329.0,2290.0,2452.0,770.0,354.16666,0.12833445,101154.664,0.009995,0.7761720922017677,145.66667,289.31665,2.3993306,"{""type"":""Point"",""coordinates"":[116.17781124737164,32.55256584272144]}"
00000000000000001772,0,35,1024,-160,-6,31,61,95,-42,-3,45,193,189,40,37,29,27,13,8,34,0,9,-16,4,-335,56,6,3,15,-60,17,0,391,-123,-10,43,81,60,-22,-1,1.4359297,1564.0,13.0,1022.0,513.0,1251.0,1120.5,843.0,1067.0,1450.5,1610.0,1573.0,1619.0,464.0,354.41666,0.12833445,101136.664,0.010052334,0.7067286684759667,149.66667,289.56332,2.1259973,"{""type"":""Point"",""coordinates"":[116.91515036116523,32.24318449343125]}"
00000000000000001779,0,25,2437,-171,-49,75,-13,158,-145,-7,36,193,191,29,25,18,78,30,16,22,0,43,-16,16,-620,113,-31,-41,-60,-85,39,1,2885,-76,-45,28,-18,74,-86,-9,1.4358325,1538.0,14.0,1465.0,727.5,1270.0,1123.0,1040.5,1202.0,1772.0,1940.5,1959.5,2102.0,581.5,354.41666,0.12833445,101136.664,0.010052334,0.6823991869819912,149.66667,289.56332,2.1259973,"{""type"":""Point"",""coordinates"":[116.95934897080699,32.232496028206135]}"
00000000000000001b8c,1,24,1217,-146,-49,51,-27,70,-51,-3,41,203,200,38,36,37,69,71,56,37,0,34,-10,14,-194,68,15,-11,-59,-37,14,0,-250,-66,-72,36,-24,10,-10,1,0.92740995,1591.0,14.5,2486.5,2006.0,1571.0,1466.0,1504.5,1612.0,2020.0,2253.0,2088.0,2409.5,589.0,354.41666,0.12833445,101180.0,0.009986334,0.7442585807654193,147.91667,289.48334,2.2419972,"{""type"":""Point"",""coordinates"":[116.58771411170963,32.391226648405656]}"
00000000000000001902,0,1,940,-143,-194,161,34,-53,-2,-1,34,194,192,27,22,15,86,30,14,20,0,45,-19,18,-1040,120,123,-107,5,-18,9,2,2032,-91,-171,154,41,-69,51,-5,2.7802885,1516.0,17.0,1606.0,832.5,1226.0,1089.0,943.0,1258.0,1990.0,2324.0,2400.0,2631.0,1089.0,345.16666,0.12833445,101794.0,0.009708334,0.9929346822785504,157.16667,288.5133,2.1486638,"{""type"":""Point"",""coordinates"":[119.46106518942804,33.481155800697316]}"
000000000000000018f3,0,5,1464,-202,-187,116,-17,-25,-47,-3,36,192,191,30,26,21,84,40,22,24,0,46,-17,19,-939,131,104,-71,24,-25,8,2,1381,-111,-154,92,28,-84,21,-3,2.1611474,1494.0,17.0,1783.0,911.0,1217.0,1077.0,942.0,1208.0,1959.0,2328.0,2205.0,2566.0,1002.0,345.16666,0.12833445,101364.0,0.009706001,0.31739910797120097,157.08333,288.55334,2.3479972,"{""type"":""Point"",""coordinates"":[119.07892022914774,33.392129848165276]}"
00000000000000000c65,0,42,429,-153,-44,41,39,20,-28,0,35,201,197,30,27,23,82,54,32,25,0,43,-15,17,226,89,30,-44,-111,-35,48,-1,-606,-87,-50,30,-5,-23,18,3,4.3870687,1604.0,16.5,2066.0,1213.5,1319.5,1142.5,1078.5,1395.0,2398.5,2747.5,2671.5,2932.0,765.0,355.41666,0.12833445,101116.0,0.009927667,0.8757177138426905,141.58333,289.4,2.1953306,"{""type"":""Point"",""coordinates"":[115.67457493888392,32.43443533761354]}"
00000000000000001754,0,24,-125,-144,38,57,80,98,-108,0,45,194,191,40,37,36,26,9,6,36,0,8,-18,4,-529,-1,83,6,17,3,-30,0,-647,-97,27,75,102,74,-51,2,2.9888194,1607.0,12.5,375.0,251.0,1441.0,1393.0,1408.5,1363.0,1118.5,1137.5,978.0,933.0,270.5,355.41666,0.12833445,101116.0,0.009927667,0.4653838310497951,141.58333,289.4,2.1953306,"{""type"":""Point"",""coordinates"":[115.62148488174161,32.41584088622068]}"
0000000000000000090c,1,59,1097,-140,41,-23,-17,29,-15,-2,41,202,200,38,39,40,69,58,45,41,0,27,-10,10,689,77,-59,-7,-22,20,-44,-2,686,-76,5,-8,-21,27,-23,-1,5.959311,1723.5,15.0,2431.0,2103.0,1564.0,1491.0,1541.0,1787.0,2104.5,2250.5,2033.0,2464.5,642.0,357.66666,0.12833445,100864.0,0.009629667,0.7488439935660772,138.16667,289.79333,2.1659973,"{""type"":""Point"",""coordinates"":[114.6330716240327,32.171232438832845]}"
00000000000000000e3c,0,53,1404,-226,34,5,7,37,-23,-3,32,198,195,26,22,16,80,35,17,19,0,40,-15,13,-115,160,-29,-43,-40,12,13,0,1601,-107,-53,30,-6,67,-80,-4,1.4346805,1531.0,12.5,1726.5,1057.0,1231.0,1070.5,924.0,1212.0,2003.5,2223.5,1987.0,2294.5,663.0,357.66666,0.12833445,100864.0,0.009629667,0.49909163033126713,138.16667,289.79333,2.1659973,"{""type"":""Point"",""coordinates"":[114.62462608663746,32.10699908815796]}"
0000000000000000117d,0,59,1162,-213,1,19,-79,46,-82,-2,32,195,194,27,24,17,67,37,20,21,0,39,-14,14,935,120,-40,-42,-38,32,-7,-3,432,-131,-59,25,-36,41,-71,0,1.4352428,1476.5,14.5,2120.5,1139.0,1206.0,1050.5,921.5,1163.0,1865.0,2120.5,1994.5,2208.0,645.0,357.66666,0.12833445,100864.0,0.009629667,0.5108539698930044,138.16667,289.79333,2.1659973,"{""type"":""Point"",""coordinates"":[114.69667178235801,32.16844550067445]}"
00000000000000000a57,1,6,874,-124,-95,98,25,10,-49,-1,33,196,194,27,25,20,73,39,23,23,0,44,-18,19,-340,116,44,-68,-24,-49,33,0,1779,-57,-99,77,48,-70,1,-5,1.4495995,1669.5,20.5,2009.5,1500.5,1552.5,1464.5,1521.5,1554.0,2178.5,2300.5,2480.5,2441.0,1099.0,342.83334,0.12833445,101412.0,0.009593334,0.8572428557166636,158.16667,288.15668,2.178664,"{""type"":""Point"",""coordinates"":[119.58341400413249,33.670337621990825]}"
